TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
3231.1,M-818,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,N,R/L,+740-760-335-235-000-000[,235-335-760-740,235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[335-760-740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:335-760-740@2-4,,,,0.34,Low,compare all artifacts in frames 235|<END>
3247.1,M-835,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,+090-740-035-171-000-002-817+,817-002-171-035-740-090,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[171-035] | 740:TERMINAL_TITLE_OR_SUFFIX | 090:SLOT_FINAL_MODIFIER,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX SLOT_FINAL_MODIFIER,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:171-035@3-4,,,,0.34,Low,compare all artifacts in frames 002|740
3290.1,M-882,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:u,Steatite,N,R/L,+621/740-390-590-000-798-000+,798-590-390-740-621,PRODUCTIVE_SLOT(<START>_390)[798-590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX | 621:SIGN,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX SIGN,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:798-590@1-2,,,,0.34,Low,compare all artifacts in frames <START>|390
3309.1,M-907,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,N,R/L,+390-844-140-000[,140-844-390,PRODUCTIVE_SLOT(<START>_390)[140-844] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:140-844@1-2,,,,0.34,Low,compare all artifacts in frames <START>|390
3336.1,M-941,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,N,R/L,+000-642-240-031-002-861+,861-002-031-240-642,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-240-642],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:031-240-642@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
3395.1,M-1003,Lower Indus,Mohenjo-daro,SEAL:S,Bull,Steatite,N,R/L,+740-900-003-001-000[,001-003-900-740,001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[003-900-740],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,001|<END>:003-900-740@2-4,,,,0.34,Low,compare all artifacts in frames 001|<END>
3413.1,M-1031,Lower Indus,Mohenjo-daro,SEAL:S,Bull,-,?,R/L,+520-220-415-817[,817-415-220-520,PRODUCTIVE_SLOT(<START>_520)[817-415-220] | 520:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|520:817-415-220@1-3,,,,0.34,Low,compare all artifacts in frames <START>|520
3422.1,M-1045,Lower Indus,Mohenjo-daro,SEAL:S,-,Steatite,N,R/L,+740-100-415-070-032-002-820-000+,820-002-032-070-415-100-740,820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-070-415-100] | 740:TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:032-070-415-100@3-6,,,,0.34,Low,compare all artifacts in frames 002|740
3464.1,M-1090,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,N,R/L,+520-220-235-000-130-741+,741-130-235-220-520,741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[130-235-220-520],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,741|<END>:130-235-220-520@2-5,,,,0.34,Low,compare all artifacts in frames 741|<END>
3470.1,M-1098,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,N,R/L,+390-005-140-000[,140-005-390,PRODUCTIVE_SLOT(<START>_390)[140-005] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:140-005@1-2,,,,0.34,Low,compare all artifacts in frames <START>|390
3519.1,M-1159,Lower Indus,Mohenjo-daro,SEAL:S,Elep,Steatite,Y,R/L,+232-220-032-002-168-032+,032-168-002-032-220-232,032:SLOT_INITIAL_MODIFIER | 168:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[032-220-232],SLOT_INITIAL_MODIFIER SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:032-220-232@4-6,,,,0.34,Low,compare all artifacts in frames 002|<END>
3520.1,M-1160,Lower Indus,Mohenjo-daro,SEAL:S,Elep,Steatite,N,R/L,+000-136-031-002-861+,861-002-031-136,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[031-136],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:031-136@3-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
3562.1,M-1228,Lower Indus,Mohenjo-daro,SEAL:S,,Steatite,Y,R/L,+001-368-351+,351-368-001,PRODUCTIVE_SLOT(<START>_001)[351-368] | 001:SLOT_INITIAL_MODIFIER,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:351-368@1-2,,,,0.34,Low,compare all artifacts in frames <START>|001
3565.5,M-1233,Lower Indus,Mohenjo-daro,SEAL:S,,Steatite,Y,R/L,+033-700-850-002+,002-850-700-033,002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[850-700-033],SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:850-700-033@2-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
3570.1,M-1263,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,N,R/L,+000-740-000-520-480-002-570+,570-002-480-520-740,570:SIGN | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[480-520] | 740:TERMINAL_TITLE_OR_SUFFIX,SIGN SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:480-520@3-4,,,,0.34,Low,compare all artifacts in frames 002|740
3847.1,M-769,Lower Indus,Mohenjo-daro,SEAL:S,Bull1,Steatite,N,R/L,+520-075-235-220-032-060-000[,060-032-220-235-075-520,060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[032-220-235-075-520],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,060|<END>:032-220-235-075-520@2-6,,,,0.34,Low,compare all artifacts in frames 060|<END>
3863.1,-,Persian Gulf,Qala'at al-Bahrain,SEAL:C,Gaur,Steatite,Y,L/R,+160-090-055-060-190+,190-060-055-090-160,190:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[055-090-160],SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,060|<END>:055-090-160@3-5,,,,0.34,Low,compare all artifacts in frames 060|<END>
3931.1,H-1079,Inter-Riverine,Harappa,SEAL:R,,-,N,R/L,+740-390-590-002-000[,002-590-390-740,002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,002|740:590-390@2-3,,,,0.34,Low,compare all artifacts in frames 002|740
4002.1,M-1909,Lower Indus,Mohenjo-daro,SEAL:S,Rhin,-,Y,R/L,+368-005-002-590-455+,455-590-002-005-368,455:SIGN | 590:SLOT_FINAL_MODIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[005-368],SIGN SLOT_FINAL_MODIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:005-368@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
4173.1,-,Persian Gulf,Salut,SEAL:S,Gaur,-,Y,R/L,+392-004-002-278-595+,595-278-002-004-392,595:SIGN | 278:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[004-392],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:004-392@4-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
4196.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Bull1:J,Steatite,Y,R/L,+391-002-365-550+,550-365-002-391,550:SIGN | 365:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[391],SIGN SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:391@4-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
4233.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Bull1,-,N,R/L,+423-003-031-005-130-090-000[,090-130-005-031-003-423,090:SLOT_FINAL_MODIFIER | 130:SIGN | 005:SIGN | 031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[003-423],SLOT_FINAL_MODIFIER SIGN SIGN LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,031|<END>:003-423@5-6,,,,0.34,Low,compare all artifacts in frames 031|<END>
4265.1,-,Gujarat/Kutch,Dholavira,SEAL:R,,Steatite,N,R/L,]000-001-740-798-235+,235-798-740-001,235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[798-740-001],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:798-740-001@2-4,,,,0.34,Low,compare all artifacts in frames 235|<END>
5357.1,Ns-55,Lower Indus,Nausharo,SEAL:S,Bull1:J,Steatite,Y,R/L,+526-554-002-880+,880-002-554-526,880:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[554-526],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:554-526@3-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
5464.1,-,Other,Unknown,SEAL:S,Elep,-,N,R/L,+000-840-140-002-817+,817-002-140-840,817:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[140-840],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:140-840@3-4,,,,0.34,Low,compare all artifacts in frames 002|<END>
5574.1,-,Other,Unknown,SEAL:S,Bull:i:J,-,N,R/L,+740-861-877-741-000+,741-877-861-740,741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[877-861-740],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,741|<END>:877-861-740@2-4,,,,0.34,Low,compare all artifacts in frames 741|<END>
5576.1,-,Other,Unknown,SEAL:S,Tigr,-,Y,R/L,+368-415-104-002-824+,824-002-104-415-368,824:SIGN | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[104-415-368],SIGN SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:104-415-368@3-5,,,,0.34,Low,compare all artifacts in frames 002|<END>
705.1,H-2264,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,]000-231-060-820[,820-060-231,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[231],NAME_LIKE_BLOCK PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,060|<END>:231@3-3,820-060@1-2,231,,0.34,Low,compare all artifacts in frames 060|<END>; test reused filler(s) 231 across frames
79.1,C-56,Lower Indus,Chanhu-daro,SEAL:S,Bull1:I,Steatite,Y,R/L,+001-368-767+,767-368-001,PRODUCTIVE_SLOT(<START>_001)[767-368] | 001:SLOT_INITIAL_MODIFIER,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|001:767-368@1-2,,,,0.34,Low,compare all artifacts in frames <START>|001
1499.1,Rjd-1,Gujarat/Kutch,Rodji,POT:T:g,-,Clay,?,R/L,]390-390+,390-390,PRODUCTIVE_SLOT(<START>_390)[390] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:390@1-1,,390,390,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 390 across frames; inspect minimal alternation(s) involving 390
154.1,-,Eastern Headwaters,Farmana,POT:T:g,,Clay,?,-,]390-390[,390-390,PRODUCTIVE_SLOT(<START>_390)[390] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:390@1-1,,390,390,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 390 across frames; inspect minimal alternation(s) involving 390
1709.1,H-820,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,+000-740-861-000+,861-740,861:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(861_<END>)[740],INITIAL_TITLE_OR_CLASSIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,861|<END>:740@2-2,,740,740,0.33,Low,compare all artifacts in frames 861|<END>; test reused filler(s) 740 across frames; inspect minimal alternation(s) involving 740
1942.2,K-87,Inter-Riverine,Kalibangan,TAG:L,Mult,-,N,R/L,+740-000-000-002-861[,861-002-740,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[740],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,002|<END>:740@3-3,,740,740,0.33,Low,compare all artifacts in frames 002|<END>; test reused filler(s) 740 across frames; inspect minimal alternation(s) involving 740
2113.2,L-191,Gujarat/Kutch,Lothal,TAG,-,Clay,?,R/L,]235-002-861+,861-002-235,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[235],INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,002|<END>:235@3-3,,235,235,0.33,Low,compare all artifacts in frames 002|<END>; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235
2481.1,-,Lower Indus,Mohenjo-daro,TAB:C,Unknown,Copper,Y,R/L,+407-063-845-240-798+,798-240-845-063-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 063:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
269.1,H-1109,Inter-Riverine,Harappa,TAB:B,Phyt,Faience,?,R/L,+740-390-590[,590-390-740,PRODUCTIVE_SLOT(<START>_390)[590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:590@1-1,,590,590,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 590 across frames; inspect minimal alternation(s) involving 590
3038.1,M-567,Lower Indus,Mohenjo-daro,TAB:C,Gaur,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3039.1,M-568,Lower Indus,Mohenjo-daro,TAB:C,Tigr,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3040.1,M-569,Lower Indus,Mohenjo-daro,TAB:C,-,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3686.1,M-1392,Lower Indus,Mohenjo-daro,TAG:O,Bull1,Clay,N,R/L,+000-003-000-817+,817-003,817:INITIAL_TITLE_OR_CLASSIFIER | PRODUCTIVE_SLOT(817_<END>)[003],INITIAL_TITLE_OR_CLASSIFIER PRODUCTIVE_SLOT,InitialClassifierFormula,classifier/title-led label,817|<END>:003@2-2,,003,003,0.33,Low,compare all artifacts in frames 817|<END>; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003
3770.1,M-1515,Lower Indus,Mohenjo-daro,TAB:C,Othr,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3771.1,M-1516,Lower Indus,Mohenjo-daro,TAB:C,Othr,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3772.1,M-1517,Lower Indus,Mohenjo-daro,TAB:C,Tigr,Copper,Y,R/L,+407-061-845-240-798+,798-240-845-061-407,PRODUCTIVE_SLOT(<START>_240)[798] | 240:SLOT_INITIAL_MODIFIER | 845:SIGN | 061:SIGN | 407:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|240:798@1-1,,798,798,0.33,Low,compare all artifacts in frames <START>|240; test reused filler(s) 798 across frames; inspect minimal alternation(s) involving 798
3805.1,M-1581,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,N,-,]031-000-031[,031-031,031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[031],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,031|<END>:031@2-2,,031,031,0.33,Low,compare all artifacts in frames 031|<END>; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031
3812.1,M-1592,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,?,R/L,+740-390-590[,590-390-740,PRODUCTIVE_SLOT(<START>_390)[590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:590@1-1,,590,590,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 590 across frames; inspect minimal alternation(s) involving 590
3817.1,M-1608,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,N,L/R,]390-003-000-000[,003-390,PRODUCTIVE_SLOT(<START>_390)[003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:003@1-1,,003,003,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003
4034.1,M-2087,Lower Indus,Mohenjo-daro,ROD,,Ivory,N,R/L,+820-000-032-740-904-002-861+,861-002-904-740-032-820,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[904] | 740:TERMINAL_TITLE_OR_SUFFIX | 032:SLOT_INITIAL_MODIFIER | 820:INITIAL_TITLE_OR_CLASSIFIER,INITIAL_TITLE_OR_CLASSIFIER SLOT_FINAL_MODIFIER PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX SLOT_INITIAL_MODIFIER INITIAL_TITLE_OR_CLASSIFIER,PrimeEntityAdministrativeFormula,commodity/person/place; measure; object class; title phrase,002|740:904@3-3,,,904,0.33,Low,compare all artifacts in frames 002|740; inspect minimal alternation(s) involving 904
416.1,H-2035,Inter-Riverine,Harappa,TAB:I,Gavi,Steatite,Y,R/L,+220-233+,233-220,233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[220],SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,233|<END>:220@2-2,,220,220,0.33,Low,compare all artifacts in frames 233|<END>; test reused filler(s) 220 across frames; inspect minimal alternation(s) involving 220
4278.1,-,Gujarat/Kutch,Dholavira,TAB:I,,-,?,R/L,+390-003[,003-390,PRODUCTIVE_SLOT(<START>_390)[003] | 390:CLOSING_FORMULA_MARKER,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|390:003@1-1,,003,003,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003
505.1,H-1799,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,+400-740-405-590-235-806[,806-235-590-405-740-400,806:LEADING_FORMULA_MARKER | 235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[590-405-740-400],LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,235|<END>:590-405-740-400@3-6,,,590-405-740-400,0.33,Low,compare all artifacts in frames 235|<END>; inspect minimal alternation(s) involving 590-405-740-400
5285.1,K-160,Inter-Riverine,Kalibangan,POT:T:g,,Clay,Y,-,+032-999-002+,002-032,002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[032],SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:032@2-2,,032,032,0.33,Low,compare all artifacts in frames 002|<END>; test reused filler(s) 032 across frames; inspect minimal alternation(s) involving 032
5472.1,H-1377,Inter-Riverine,Harappa,POT:T:g,-,-,?,-,+003-031[,031-003,031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[003],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,031|<END>:003@2-2,,003,003,0.33,Low,compare all artifacts in frames 031|<END>; test reused filler(s) 003 across frames; inspect minimal alternation(s) involving 003
755.2,H-1947,Inter-Riverine,Harappa,TAB:B,,Faience,N,R/L,+740-000-031+,031-740,031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[740],LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,031|<END>:740@2-2,,740,740,0.33,Low,compare all artifacts in frames 031|<END>; test reused filler(s) 740 across frames; inspect minimal alternation(s) involving 740
868.1,H-1802,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,+740-390-590[,590-390-740,PRODUCTIVE_SLOT(<START>_390)[590] | 390:CLOSING_FORMULA_MARKER | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|390:590@1-1,,590,590,0.33,Low,compare all artifacts in frames <START>|390; test reused filler(s) 590 across frames; inspect minimal alternation(s) involving 590
960.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,Y,-,+002-002+,002-002,002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[002],SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,002|<END>:002@2-2,,002,002,0.33,Low,compare all artifacts in frames 002|<END>; test reused filler(s) 002 across frames; inspect minimal alternation(s) involving 002
