"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"244","413","5","57","2","0.346109","Low"
"317","745","13","36","2","0.346109","Low"
"484","550","14","124","4","0.346064","Low"
"388","838","59","19","3","0.346058","Low"
"861","892","272","90","9","0.346036","Low"
"388","413","59","57","4","0.345977","Low"
"503","850","82","57","5","0.345972","Low"
"140","927","110","11","4","0.345969","Low"
"853","900","11","112","3","0.345953","Low"
"405","702","118","10","6","0.345939","Low"
"634","850","5","57","2","0.345932","Low"
"219","236","7","26","2","0.34587","Low"
"236","825","26","6","2","0.34587","Low"
"066","794","18","13","2","0.345857","Low"
"365","906","18","16","2","0.345857","Low"
"125","700","59","578","9","0.34582","Low"
"634","900","5","112","3","0.345813","Low"
"317","906","13","16","2","0.345782","Low"
"905","906","13","16","2","0.345782","Low"
"130","820","16","244","5","0.345768","Low"
"260","705","8","219","5","0.345709","Low"
"825","904","6","64","3","0.3457","Low"
"390","463","290","28","7","0.345694","Low"
"415","501","176","31","3","0.345669","Low"
"027","142","6","81","2","0.345643","Low"
"028","142","5","81","2","0.345643","Low"
"142","279","81","5","2","0.345643","Low"
"423","440","7","58","4","0.345603","Low"
"035","236","37","26","3","0.345543","Low"
"165","564","31","6","4","0.345388","Low"
"139","741","5","225","4","0.345352","Low"
"362","920","5","153","3","0.345297","Low"
"242","415","6","176","4","0.345276","Low"
"484","515","14","18","2","0.345238","Low"
"326","388","7","59","2","0.345212","Low"
"111","406","15","13","2","0.345033","Low"
"243","702","12","10","2","0.345033","Low"
"298","812","9","9","2","0.345033","Low"
"521","592","6","11","2","0.345033","Low"
"679","746","19","9","2","0.345033","Low"
"595","808","49","8","3","0.344976","Low"
"142","362","81","5","3","0.344931","Low"
"142","791","81","6","3","0.344931","Low"
"374","840","16","132","4","0.344865","Low"
"360","617","12","77","4","0.344843","Low"
"036","892","8","90","3","0.344829","Low"
"335","773","43","9","4","0.344828","Low"
"832","906","45","16","3","0.344828","Low"
"690","742","119","57","7","0.344825","Low"
"236","806","26","135","6","0.344821","Low"
"017","501","82","31","3","0.344817","Low"
"014","590","8","228","2","0.344783","Low"
"564","892","6","90","4","0.344772","Low"
"013","055","50","62","7","0.344705","Low"
"125","705","59","219","17","0.344666","Low"
"142","408","81","9","2","0.344637","Low"
"165","877","31","22","4","0.344628","Low"
"158","832","39","45","5","0.344624","Low"
"382","900","21","112","4","0.344567","Low"
"741","798","225","151","22","0.344545","Low"
"630","705","40","219","8","0.344543","Low"
"035","384","37","33","4","0.344535","Low"
"017","018","82","7","3","0.344514","Low"
"017","692","82","77","5","0.344509","Low"
"503","511","82","12","4","0.344468","Low"
"411","503","11","82","3","0.344468","Low"
"033","621","523","22","6","0.344397","Low"
"017","391","82","10","3","0.344328","Low"
"035","791","37","6","3","0.344309","Low"
"742","850","57","57","5","0.344304","Low"
"231","243","95","12","4","0.344269","Low"
"406","637","13","5","2","0.344265","Low"
"070","231","38","95","6","0.34422","Low"
"016","510","49","13","2","0.344217","Low"
"315","575","11","81","3","0.34419","Low"
"235","384","250","33","7","0.344184","Low"
"103","480","5","42","2","0.344155","Low"
"463","603","28","7","3","0.344124","Low"
"554","794","15","13","2","0.344124","Low"
"013","176","50","217","9","0.344122","Low"
"048","335","18","43","4","0.344076","Low"
"484","745","14","36","2","0.34407","Low"
"070","515","38","18","4","0.344064","Low"
"746","832","9","45","3","0.344031","Low"
"468","704","10","5","2","0.344016","Low"
"617","776","77","11","3","0.344013","Low"
"066","679","18","19","2","0.344012","Low"
"142","900","81","112","10","0.344011","Low"
"056","405","10","118","2","0.343974","Low"
"495","531","30","5","2","0.343935","Low"
"055","690","62","119","7","0.343862","Low"
"465","590","6","228","2","0.343831","Low"
"705","817","219","221","7","0.343799","Low"
"370","617","10","77","3","0.343791","Low"
"354","595","15","49","3","0.343776","Low"
"226","360","41","12","2","0.343774","Low"
"232","233","10","192","7","0.343758","Low"
"460","821","39","14","5","0.34375","Low"
"460","603","39","7","2","0.34375","Low"
"565","710","15","5","2","0.34375","Low"
"455","527","46","63","4","0.343733","Low"
"142","745","81","36","4","0.343682","Low"
"001","556","213","11","3","0.343678","Low"
"710","740","5","1928","3","0.343669","Low"
"190","679","11","19","3","0.343642","Low"
"626","803","8","134","4","0.343632","Low"
"236","717","26","55","7","0.343562","Low"
"790","904","55","64","11","0.343559","Low"
"103","920","5","153","4","0.343551","Low"
"061","337","93","14","3","0.343515","Low"
"061","752","93","53","5","0.343502","Low"
"794","831","13","18","3","0.343475","Low"
"222","626","17","8","3","0.343473","Low"
"374","468","16","10","2","0.343473","Low"
"554","817","15","221","2","0.343466","Low"
"013","877","50","22","2","0.34342","Low"
"388","892","59","90","6","0.343404","Low"
"001","745","213","36","14","0.343384","Low"
"139","423","5","7","3","0.343203","Low"
"019","531","6","5","2","0.343203","Low"
"632","697","32","10","2","0.343203","Low"
"632","851","32","7","2","0.343203","Low"
"014","176","8","217","2","0.343144","Low"
"350","391","48","10","3","0.343132","Low"
"840","850","132","57","13","0.34311","Low"
"705","880","219","11","2","0.343026","Low"
"531","831","5","18","2","0.343025","Low"
"006","063","7","13","3","0.342997","Low"
"063","851","13","7","3","0.342997","Low"
"027","055","6","62","2","0.342997","Low"
"028","055","5","62","2","0.342997","Low"
"055","110","62","6","2","0.342997","Low"
"055","279","62","5","2","0.342997","Low"
"405","904","118","64","9","0.342968","Low"
"400","455","502","46","11","0.342964","Low"
"140","521","110","6","4","0.342959","Low"
"700","812","578","9","6","0.34294","Low"
"049","590","6","228","3","0.342863","Low"
"072","142","15","81","4","0.342848","Low"
"335","923","43","45","6","0.342753","Low"
"219","690","7","119","3","0.342747","Low"
"746","840","9","132","3","0.342747","Low"
"231","749","95","6","2","0.342632","Low"
"242","850","6","57","4","0.342624","Low"
"456","850","6","57","3","0.342624","Low"
"005","900","49","112","9","0.342611","Low"
"036","510","8","13","2","0.34258","Low"
"231","927","95","11","4","0.342573","Low"
"031","130","258","16","4","0.34256","Low"
"390","556","290","11","4","0.342537","Low"
"704","790","5","55","3","0.34253","Low"
"125","617","59","77","9","0.342422","Low"
"137","220","16","477","5","0.342401","Low"
"061","315","93","11","3","0.342368","Low"
"158","521","39","6","3","0.342339","Low"
"220","772","477","10","5","0.342194","Low"
"035","804","37","8","2","0.342194","Low"
"165","484","31","14","4","0.34219","Low"
"519","705","17","219","5","0.342108","Low"
"231","747","95","7","2","0.342104","Low"
"231","851","95","7","2","0.342104","Low"
"415","480","176","42","3","0.342102","Low"
"415","702","176","10","2","0.342082","Low"
"033","236","523","26","7","0.342078","Low"
"160","861","5","272","2","0.342068","Low"
"004","869","99","6","4","0.34205","Low"
"142","861","81","272","4","0.341996","Low"
"061","465","93","6","2","0.341954","Low"
"215","467","11","9","3","0.341953","Low"
"033","700","523","578","13","0.341951","Low"
"240","484","354","14","6","0.341939","Low"
"090","137","195","16","3","0.341898","Low"
"110","176","6","217","2","0.341886","Low"
"176","849","217","8","2","0.341886","Low"
"554","605","15","15","2","0.341882","Low"
"564","906","6","16","2","0.341882","Low"
"590","791","228","6","5","0.341847","Low"
"090","354","195","15","5","0.341844","Low"
"004","160","99","5","3","0.341809","Low"
"415","465","176","6","2","0.341798","Low"
"717","850","55","57","8","0.341797","Low"
"285","798","5","151","2","0.34166","Low"
"382","824","21","32","3","0.341639","Low"
"706","746","102","9","3","0.341594","Low"
"406","840","13","132","6","0.341581","Low"
"415","838","176","19","6","0.341575","Low"
"382","825","21","6","3","0.341565","Low"
"067","406","8","13","2","0.341565","Low"
"153","776","5","11","2","0.341565","Low"
"260","825","8","6","2","0.341565","Low"
"267","298","7","9","2","0.341565","Low"
"323","392","7","6","2","0.341565","Low"
"323","871","7","5","2","0.341565","Low"
"717","747","55","7","2","0.341565","Low"
"637","861","5","272","2","0.341449","Low"
"101","920","8","153","4","0.341424","Low"
"125","595","59","49","9","0.341384","Low"
"130","137","16","16","3","0.341362","Low"
"001","520","213","321","13","0.341354","Low"
"236","405","26","118","4","0.341353","Low"
"091","924","28","10","4","0.341318","Low"
"564","832","6","45","3","0.341262","Low"
"035","392","37","6","2","0.34125","Low"
"323","679","7","19","2","0.341191","Low"
"706","921","102","16","5","0.341164","Low"
"267","595","7","49","4","0.341121","Low"
"035","154","37","45","2","0.3411","Low"
"455","460","46","39","6","0.341096","Low"
"637","832","5","45","3","0.341093","Low"
"317","921","13","16","2","0.341093","Low"
"705","777","219","7","3","0.341074","Low"
"015","220","8","477","6","0.341069","Low"
"165","456","31","6","2","0.34103","Low"
"360","705","12","219","5","0.341024","Low"
"219","772","7","10","2","0.340997","Low"
"626","698","8","10","2","0.340997","Low"
"035","630","37","40","2","0.340995","Low"
"706","747","102","7","3","0.340956","Low"
"790","927","55","11","4","0.340933","Low"
"035","137","37","16","3","0.340916","Low"
"013","236","50","26","6","0.34091","Low"
"257","405","10","118","3","0.340819","Low"
"165","776","31","11","3","0.34081","Low"
"035","747","37","7","2","0.340777","Low"
"035","851","37","7","2","0.340777","Low"
"632","704","32","5","2","0.340693","Low"
"033","637","523","5","3","0.340683","Low"
"017","132","82","5","2","0.340665","Low"
"700","840","578","132","10","0.340654","Low"
"140","794","110","13","4","0.340633","Low"
"005","362","49","5","3","0.340593","Low"
"101","233","8","192","5","0.340573","Low"
"315","455","11","46","4","0.340553","Low"
"190","521","11","6","4","0.340503","Low"
"600","832","5","45","3","0.340503","Low"
"317","521","13","6","2","0.340503","Low"
"317","746","13","9","2","0.340503","Low"
"215","336","11","11","2","0.340441","Low"
"176","234","217","9","4","0.340423","Low"
"426","455","7","46","2","0.340349","Low"
"017","745","82","36","4","0.340319","Low"
"236","413","26","57","2","0.340308","Low"
"390","840","290","132","19","0.340299","Low"
"368","702","120","10","6","0.340267","Low"
"090","130","195","16","6","0.340241","Low"
"160","530","5","19","2","0.340207","Low"
"242","921","6","16","2","0.340207","Low"
"352","521","5","6","2","0.340207","Low"
"603","921","7","16","2","0.340207","Low"
"697","921","10","16","2","0.340207","Low"
"747","921","7","16","2","0.340207","Low"
"851","921","7","16","2","0.340207","Low"
"007","803","6","134","2","0.340178","Low"
"592","625","11","11","2","0.340168","Low"
"165","220","31","477","10","0.340134","Low"
"411","806","11","135","2","0.340129","Low"
"033","055","523","62","21","0.340034","Low"
"104","392","26","6","2","0.34","Low"
"104","871","26","5","2","0.34","Low"
"455","850","46","57","10","0.339978","Low"
"219","892","7","90","3","0.33995","Low"
"240","510","354","13","5","0.33993","Low"
"036","590","8","228","4","0.339922","Low"
"017","098","82","10","2","0.339901","Low"
"390","861","290","272","18","0.339886","Low"
"220","413","477","57","10","0.339668","Low"
"405","906","118","16","4","0.339637","Low"
"018","061","7","93","3","0.339627","Low"
"055","942","62","10","2","0.33955","Low"
"491","900","18","112","4","0.339535","Low"
"101","335","8","43","3","0.339495","Low"
"154","267","45","7","3","0.339464","Low"
"176","924","217","10","5","0.339408","Low"
"176","279","217","5","2","0.339408","Low"
"001","368","213","120","29","0.339407","Low"
"125","388","59","59","10","0.339397","Low"
"405","760","118","134","8","0.339301","Low"
"034","871","184","5","3","0.339285","Low"
"016","511","49","12","3","0.339276","Low"
"176","347","217","10","2","0.339246","Low"
"136","808","13","8","2","0.3392","Low"
"808","924","8","10","2","0.3392","Low"
"468","575","10","81","2","0.339139","Low"
"091","892","28","90","4","0.339095","Low"
"017","817","82","221","5","0.339067","Low"
"365","526","18","13","2","0.339046","Low"
"154","776","45","11","4","0.339009","Low"
"034","055","184","62","5","0.339008","Low"
"165","388","31","59","4","0.338992","Low"
"091","900","28","112","5","0.338889","Low"
"171","798","29","151","4","0.338889","Low"
"510","821","13","14","2","0.338886","Low"
"692","906","77","16","2","0.338864","Low"
"482","540","41","22","4","0.338839","Low"
"017","455","82","46","13","0.338822","Low"
"243","717","12","55","5","0.338815","Low"
"550","906","124","16","4","0.33876","Low"
"390","904","290","64","14","0.338687","Low"
"384","511","33","12","4","0.338667","Low"
"382","510","21","13","2","0.338648","Low"
"415","821","176","14","6","0.338636","Low"
"165","176","31","217","7","0.33858","Low"
"482","615","41","73","5","0.338569","Low"
"585","776","60","11","3","0.338556","Low"
"032","350","588","48","15","0.338544","Low"
"061","234","93","9","3","0.338531","Low"
"035","798","37","151","5","0.338524","Low"
"511","703","12","12","2","0.338502","Low"
"005","101","49","8","4","0.338479","Low"
"215","337","11","14","2","0.338457","Low"
"176","942","217","10","2","0.33845","Low"
"165","352","31","5","2","0.338449","Low"
"220","480","477","42","8","0.338431","Low"
"005","220","49","477","10","0.338415","Low"
"236","924","26","10","4","0.338358","Low"
"236","554","26","15","3","0.338358","Low"
"491","710","18","5","2","0.338358","Low"
"156","710","107","5","3","0.338346","Low"
"158","540","39","22","3","0.338341","Low"
"690","749","119","6","2","0.338331","Low"
"035","176","37","217","5","0.338287","Low"
"592","717","11","55","2","0.338263","Low"
"530","824","19","32","2","0.338261","Low"
"411","920","11","153","3","0.338242","Low"
"243","501","12","31","3","0.338212","Low"
"250","850","9","57","4","0.338138","Low"
"061","744","93","5","3","0.338132","Low"
"064","098","14","10","2","0.338126","Low"
"049","626","6","8","2","0.338062","Low"
"067","626","8","8","2","0.338062","Low"
"067","825","8","6","2","0.338062","Low"
"103","353","5","10","2","0.338062","Low"
"153","267","5","7","2","0.338062","Low"
"380","626","8","8","2","0.338062","Low"
"380","825","8","6","2","0.338062","Low"
"391","804","10","8","2","0.338062","Low"
"626","681","8","5","2","0.338062","Low"
"681","825","5","6","2","0.338062","Low"
"820","924","244","10","4","0.338044","Low"
"048","821","18","14","3","0.338033","Low"
"215","468","11","10","2","0.338033","Low"
"335","927","43","11","3","0.337978","Low"
"556","595","11","49","2","0.337978","Low"
"255","315","136","11","4","0.337971","Low"
"101","142","8","81","3","0.337962","Low"
"014","484","8","14","2","0.337919","Low"
"097","132","20","5","2","0.337919","Low"
"700","808","578","8","2","0.33788","Low"
"036","877","8","22","2","0.337869","Low"
"530","892","19","90","4","0.337862","Low"
"013","226","50","41","7","0.337811","Low"
"220","776","477","11","5","0.337741","Low"
"017","530","82","19","5","0.337718","Low"
